Sppcode	strComName	strSciName	MGCode	MGName	N MU Tight	N MU Expanded	HabMG_Ha (Tight)	HabMG_Ha (Expanded)	MacroGroup % Increase
aLASAx	Louisiana Slimy Salamander	Plethodon kisatchie	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	2	28	350,660.6	350,786.3	0
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M073	Vancouverian Lowland Marsh, Wet Meadow & Shrubland	5	6	629,496.2	658,558.4	4
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M300	North American Boreal Flooded & Rich Swamp	1	1	82,118.2	82,118.2	0
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M876	North American Boreal & Sub-Boreal Acidic Bog & Fen	2	2	56,309.4	56,513.9	0
bBRJAx	Brown Jay	Cyanocorax morio	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	1	28	0.0	1,423.3	100
bRLHAx	Rough-legged Hawk	Buteo lagopus	M508	Central Interior Calcareous Scrub & Grassland	1	6	162,569.6	229,405.8	29
bSOSPx	Song Sparrow	Melospiza melodia	M013	Eastern North American Ruderal Forest	2	2	6,947,623.1	7,030,945.2	1
bSOSPx	Song Sparrow	Melospiza melodia	M052	Great Plains Sand Grassland & Shrubland	2	2	11,792,291.9	11,792,291.9	0
bSOSPx	Song Sparrow	Melospiza melodia	M065	Southeastern Coastal Bog & Fen	1	1	616,470.2	616,470.2	0
aNRSAx	Northern Ravine Salamander	Plethodon electromorphus	M882	Central Midwest Mesic Forest	1	3	315,428.5	315,428.5	0
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M053	Great Plains Shortgrass Prairie	2	2	20,998,846.1	20,998,846.1	0
bLASPx	Lark Sparrow	Chondestes grammacus	M015	Edwards Plateau Forest & Woodland	3	4	4,880,376.3	4,899,451.1	0
bLASPx	Lark Sparrow	Chondestes grammacus	M023	Southern Vancouverian Montane-Foothill Forest	7	7	3,520,518.9	3,520,518.9	0
bRLHAx	Rough-legged Hawk	Buteo lagopus	M052	Great Plains Sand Grassland & Shrubland	2	2	11,790,253.4	11,790,253.4	0
bSNOWx	Snowy Owl	Bubo scandiacus	M035	Vancouverian Flooded & Swamp Forest	1	3	18,611.5	101,206.2	82
bSNOWx	Snowy Owl	Bubo scandiacus	M502	Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland	1	19	0.0	2,565,264.3	100
bSOSPx	Song Sparrow	Melospiza melodia	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	3	28	2,059,235.8	26,062,377.1	92
bSOSPx	Song Sparrow	Melospiza melodia	M508	Central Interior Calcareous Scrub & Grassland	1	6	0.0	0.8	100
aLASAx	Louisiana Slimy Salamander	Plethodon kisatchie	M007	Longleaf Pine Woodland	1	20	102,449.7	144,198.0	29
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M115	Great Plains Badlands Vegetation	1	1	1,109,130.2	1,109,130.2	0
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M171	Great Basin-Intermountain Dry Shrubland & Grassland	6	7	10,831,857.1	15,104,398.5	28
bLASPx	Lark Sparrow	Chondestes grammacus	M887	Western North American Temperate Cliff, Scree & Rock Vegetation	6	9	360,212.6	396,825.9	9
bSNOWx	Snowy Owl	Bubo scandiacus	7.B.2	Pasture & Hay Field Crop	1	1	32,595,316.2	32,595,316.2	0
bSOSPx	Song Sparrow	Melospiza melodia	M502	Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland	3	19	85,142.1	17,867,351.7	100
mESSKx	Eastern Spotted Skunk	Spilogale putorius	7.B.2	Pasture & Hay Field Crop	1	1	36,368,602.0	36,368,602.0	0
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M508	Central Interior Calcareous Scrub & Grassland	2	6	0.0	15,395.9	100
bLASPx	Lark Sparrow	Chondestes grammacus	M044	Californian Coastal Scrub	1	3	1,189,211.8	1,206,292.1	1
bRLHAx	Rough-legged Hawk	Buteo lagopus	7.B.2	Pasture & Hay Field Crop	1	1	38,727,601.5	38,727,601.5	0
bSOSPx	Song Sparrow	Melospiza melodia	7.B.2	Pasture & Hay Field Crop	1	1	54,090,941.3	54,090,941.3	0
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M116	Great Plains Cliff, Scree & Rock Vegetation	1	2	52,709.8	79,299.6	34
bLASPx	Lark Sparrow	Chondestes grammacus	7.B.2	Pasture & Hay Field Crop	1	1	33,409,709.9	33,409,709.9	0
bLASPx	Lark Sparrow	Chondestes grammacus	M512	North American Warm Desert Ruderal Scrub & Grassland	1	1	6,609,058.1	6,609,058.1	0
bRLHAx	Rough-legged Hawk	Buteo lagopus	M502	Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland	1	19	31,500.3	11,066,535.5	100
bSNOWx	Snowy Owl	Bubo scandiacus	M052	Great Plains Sand Grassland & Shrubland	1	2	7,980,248.5	10,394,235.7	23
bSNOWx	Snowy Owl	Bubo scandiacus	M053	Great Plains Shortgrass Prairie	1	2	7,091,144.9	7,828,564.5	9
bSOSPx	Song Sparrow	Melospiza melodia	M887	Western North American Temperate Cliff, Scree & Rock Vegetation	1	9	2,450.9	155,933.4	98
bSOSPx	Song Sparrow	Melospiza melodia	M888	Arid West Interior Freswater Marsh	3	3	396,794.3	396,794.3	0
mESSKx	Eastern Spotted Skunk	Spilogale putorius	M053	Great Plains Shortgrass Prairie	1	2	3,501,768.9	7,687,229.2	54
mESSKx	Eastern Spotted Skunk	Spilogale putorius	M508	Central Interior Calcareous Scrub & Grassland	3	6	75,239.0	212,311.7	65
bCOREx	Common Redpoll	Carduelis flammea	M034	Rocky Mountain-Great Basin Montane Riparian Forest	4	6	457,396.8	458,817.6	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M012	Central Midwest Oak Forest, Woodland & Savanna	4	4	1,254,809.3	1,254,809.3	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M500	Central Rocky Mountain Mesic Lower Montane Forest	3	3	2,519,911.7	2,574,896.8	2
mHITAx	Himalayan Tahr	Hemitragus jemlahicus	M117	North American Warm Semi-Desert Cliff, Scree & Rock Vegetation	1	4	263.2	263.9	0
rYBKIx	Yellow-bellied Kingsnake	Lampropeltis calligaster	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	2	8	299,196.0	299,196.0	0
aCPSAx	Cumberland Plateau Salamander	Plethodon kentucki	M883	Appalachian-Central Interior-Northeastern Mesic Forest	2	6	317,605.3	404,104.5	21
bBTBWx	Black-throated Blue Warbler	Dendroica caerulescens	M012	Central Midwest Oak Forest, Woodland & Savanna	2	4	6,004.5	6,592.6	9
bCOREx	Common Redpoll	Carduelis flammea	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	3	6	402,745.2	723,128.7	44
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M109	Western North American Freshwater Aquatic Vegetation	1	1	53.6	53.6	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M159	Laurentian & Acadian Pine - Hardwood Forest & Woodland	2	2	1,293,045.8	1,293,045.8	0
bCOREx	Common Redpoll	Carduelis flammea	M012	Central Midwest Oak Forest, Woodland & Savanna	4	4	1,583,459.6	1,583,459.6	0
bCOREx	Common Redpoll	Carduelis flammea	M051	Great Plains Mixedgrass & Fescue Prairie	1	5	350,530.2	20,087,828.6	98
bGWWAx	Golden-winged Warbler	Vermivora chrysoptera	M031	Southern Coastal Plain Floodplain Forest	4	22	96,845.1	164,109.3	41
bGWWAx	Golden-winged Warbler	Vermivora chrysoptera	M503	Central Hardwoods Swamp Forest	1	3	100,025.2	100,049.4	0
bLUHUx	Lucifer Hummingbird	Calothorax lucifer	10.A	Recently Disturbed or Modified	1	12	0.0	32,787.6	100
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M116	Great Plains Cliff, Scree & Rock Vegetation	2	2	62,867.5	66,747.7	6
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M883	Appalachian-Central Interior-Northeastern Mesic Forest	6	6	11,640,641.7	11,646,114.5	0
mTXDEx	Texas Deermouse	Peromyscus attwateri	M509	Central-Piedmont Acidic Scrub & Grassland	1	2	258.6	258.6	0
rSFLSx	Southeastern Five-lined Skink	Plestiodon inexpectatus	10.A	Recently Disturbed or Modified	1	12	176.1	8,312,182.1	100
bGWWAx	Golden-winged Warbler	Vermivora chrysoptera	10.A	Recently Disturbed or Modified	9	12	2,319,986.9	2,503,764.7	7
bMAWAx	Magnolia Warbler	Dendroica magnolia	M299	North American Boreal Conifer Poor Swamp	1	1	2,842,836.3	2,842,836.3	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M506	Eastern North American Grassland & Shrubland	2	7	1,415.2	4,311.6	67
mHITAx	Himalayan Tahr	Hemitragus jemlahicus	M168	Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow	1	5	81.7	81.7	0
rSCARx	Scarletsnake	Cemophora coccinea	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	7	8	704,387.0	710,102.6	1
rYBKIx	Yellow-bellied Kingsnake	Lampropeltis calligaster	M051	Great Plains Mixedgrass & Fescue Prairie	3	5	3,671,257.4	3,671,257.4	0
bCOPAx	Common Pauraque	Nyctidromus albicollis	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	2	8	215,889.2	215,889.2	0
bCOREx	Common Redpoll	Carduelis flammea	M169	Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland	3	5	12,461,144.0	12,662,700.9	2
bLCSPx	Le Conte's Sparrow	Ammodramus leconteii	M087	Chihuahuan Semi-Desert Grassland	1	5	0.0	122.0	100
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	7.A.1	Woody Horticultural Crop	1	1	36,561.8	36,561.8	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M300	North American Boreal Flooded & Rich Swamp	1	1	80,592.2	80,592.2	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M503	Central Hardwoods Swamp Forest	2	3	74,199.2	78,650.8	6
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M876	North American Boreal & Sub-Boreal Acidic Bog & Fen	2	2	31,133.2	46,694.7	33
rSTELx	Spot-tailed Earless Lizard	Holbrookia lacerata	M052	Great Plains Sand Grassland & Shrubland	2	2	58,183.7	58,183.7	0
bCBCHx	Chestnut-backed Chickadee	Poecile rufescens	M073	Vancouverian Lowland Marsh, Wet Meadow & Shrubland	2	6	527,637.2	639,083.3	17
bCOREx	Common Redpoll	Carduelis flammea	M300	North American Boreal Flooded & Rich Swamp	1	1	82,363.9	82,363.9	0
bGKISx	Great Kiskadee	Pitangus sulphuratus	10.A	Recently Disturbed or Modified	7	12	81,366.3	187,813.2	57
aPLSPx	Plains Spadefoot	Spea bombifrons	M093	Great Basin Saltbush Scrub	3	3	2,124,162.1	2,124,162.1	0
aCSLSx	California Slender Salamander	Batrachoseps attenuatus	M886	Southern Vancouverian Dry Foothill Forest	1	3	7,462.7	14,237.2	48
aPLSPx	Plains Spadefoot	Spea bombifrons	M118	Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation	1	6	283,238.5	1,945,023.3	85
aPLSPx	Plains Spadefoot	Spea bombifrons	M169	Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland	4	5	15,080,985.3	15,080,985.3	0
bCCSPx	Clay-colored Sparrow	Spizella pallida	M507	Laurentian-Acadian Calcareous Scrub & Grassland	1	1	7,385.4	7,385.4	0
bEAWPx	Eastern Wood-pewee	Contopus virens	M496	West-Central North American Boreal Forest	2	2	2,529,422.0	2,529,422.0	0
bWWCRx	White-winged Crossbill	Loxia leucoptera	M500	Central Rocky Mountain Mesic Lower Montane Forest	3	3	2,573,091.9	2,573,091.9	0
bWWCRx	White-winged Crossbill	Loxia leucoptera	M886	Southern Vancouverian Dry Foothill Forest	2	3	435,118.5	620,433.5	30
bYWARx	Yellow Warbler	Dendroica petechia	M131	Eastern North American Alpine Tundra	1	2	2,867.0	6,453.6	56
aPLSPx	Plains Spadefoot	Spea bombifrons	M049	Southern Rocky Mountain Montane Shrubland	2	2	721,054.8	721,054.8	0
bCCSPx	Clay-colored Sparrow	Spizella pallida	M501	Central Rocky Mountain Dry Lower Montane-Foothill Forest	5	6	3,519,801.7	3,793,022.6	7
bCOKIx	Couch's Kingbird	Tyrannus couchii	8.A	Developed & Urban	3	4	287,493.5	295,530.5	3
bHETHx	Hermit Thrush	Catharus guttatus	M881	Eastern North American Riverscour Vegetation	1	2	22,433.0	27,061.5	17
bSHCOx	Shiny Cowbird	Molothrus bonariensis	M162	Florida Peninsula Scrub & Herb	1	1	6.7	6.7	0
bYWARx	Yellow Warbler	Dendroica petechia	12.A	Barren	1	3	868.4	61,452.1	99
mCRVOx	Creeping Vole	Microtus oregoni	M168	Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow	1	5	23,341.8	73,348.7	68
mCRVOx	Creeping Vole	Microtus oregoni	M169	Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland	1	5	71,799.1	247,090.1	71
mCRVOx	Creeping Vole	Microtus oregoni	M500	Central Rocky Mountain Mesic Lower Montane Forest	2	3	418,378.1	418,378.1	0
bEVGRx	Evening Grosbeak	Coccothraustes vespertinus	M496	West-Central North American Boreal Forest	2	2	2,529,422.0	2,529,422.0	0
bHETHx	Hermit Thrush	Catharus guttatus	M501	Central Rocky Mountain Dry Lower Montane-Foothill Forest	4	6	8,689,393.4	8,955,887.9	3
bWESJx	Western Scrub-jay	Aphelocoma californica	M049	Southern Rocky Mountain Montane Shrubland	2	2	2,064,743.6	2,064,743.6	0
bWESJx	Western Scrub-jay	Aphelocoma californica	M118	Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation	2	6	2,727,275.0	3,276,721.8	17
bCCSPx	Clay-colored Sparrow	Spizella pallida	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	1	8	267,695.6	267,695.6	0
bCWWIx	Chuck-will's-widow	Caprimulgus carolinensis	8.A	Developed & Urban	3	4	11,517,555.7	14,067,357.4	18
aPLSPx	Plains Spadefoot	Spea bombifrons	8.A	Developed & Urban	3	4	5,838,194.3	6,187,381.4	6
aRMSAx	Rich Mountain Salamander	Plethodon ouachitae	M882	Central Midwest Mesic Forest	1	3	1,749.4	1,749.4	0
bCCSPx	Clay-colored Sparrow	Spizella pallida	8.A	Developed & Urban	2	4	3,533,215.8	4,554,087.4	22
bCCSPx	Clay-colored Sparrow	Spizella pallida	M504	Laurentian-Acadian-Northeast Flooded & Swamp Forest	2	3	233,394.7	233,394.7	0
bYWARx	Yellow Warbler	Dendroica petechia	8.A	Developed & Urban	2	4	22,567,748.4	29,229,840.2	23
mCRVOx	Creeping Vole	Microtus oregoni	M050	Southern Vancouverian Lowland Grassland & Shrubland	3	4	121,808.4	136,791.5	11
aPLSPx	Plains Spadefoot	Spea bombifrons	M082	Warm & Cool Desert Alkali-Saline marsh, Playa & Shrubland	4	4	977,675.3	977,675.3	0
bCWWIx	Chuck-will's-widow	Caprimulgus carolinensis	M162	Florida Peninsula Scrub & Herb	1	1	125,624.9	125,624.9	0
bEVGRx	Evening Grosbeak	Coccothraustes vespertinus	M118	Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation	1	6	2,429,828.7	3,155,302.8	23
bHETHx	Hermit Thrush	Catharus guttatus	M882	Central Midwest Mesic Forest	3	3	800,938.0	838,303.9	4
bVERDx	Verdin	Auriparus flaviceps	M092	North America Warm-Desert Xeric-Riparian Scrub	1	1	497,274.8	497,274.8	0
bWESJx	Western Scrub-jay	Aphelocoma californica	8.A	Developed & Urban	4	4	3,947,376.0	3,947,376.0	0
bWWCRx	White-winged Crossbill	Loxia leucoptera	M506	Eastern North American Grassland & Shrubland	1	7	0.0	1.6	100
bYWARx	Yellow Warbler	Dendroica petechia	M170	Great Basin-Intermountain Dwarf Sagebrush Steppe & Shrubland	1	4	158.3	183,551.6	100
bSTJAx	Steller's Jay	Cyanocitta stelleri	M025	Vancouverian Subalpine Forest	4	7	1,267,995.8	1,600,649.4	21
mNOMYx	Northern Myotis	Myotis septentrionalis	M033	Southern Coastal Plain Basin Swamp & Flatwoods	6	12	191,918.6	345,005.6	44
rGRANx	Green Anole	Anolis carolinensis	9.A	Introduced & Semi Natural Vegetation	1	6	0.0	92,333.5	100
bBBWOx	Black-backed Woodpecker	Picoides arcticus	M020	Rocky Mountain Subalpine-High Montane Conifer Forest	8	10	8,029,918.7	8,536,042.3	6
bBBWOx	Black-backed Woodpecker	Picoides arcticus	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	2	6	409,957.9	781,019.4	48
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M011	Madrean Montane Forest & Woodland	2	2	654,594.1	654,594.1	0
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M034	Rocky Mountain-Great Basin Montane Riparian Forest	4	6	778,988.4	783,687.6	1
bRUHUx	Rufous Hummingbird	Selasphorus rufus	9.A	Introduced & Semi Natural Vegetation	2	6	51,266.8	1,249,395.9	96
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M050	Southern Vancouverian Lowland Grassland & Shrubland	3	4	53,900.3	68,883.8	22
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M051	Great Plains Mixedgrass & Fescue Prairie	1	5	0.0	1,143,415.1	100
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	5	6	531,908.9	803,926.4	34
bSTFLx	Scissor-tailed Flycatcher	Tyrannus forficatus	M012	Central Midwest Oak Forest, Woodland & Savanna	1	4	0.0	289,118.4	100
mNODEx	Northwestern Deermouse	Peromyscus keeni	M025	Vancouverian Subalpine Forest	2	7	530,395.9	530,395.9	0
mNOMYx	Northern Myotis	Myotis septentrionalis	M161	Pond-cypress Basin Swamp	2	3	59,041.7	59,041.7	0
mPASHp	Pacific Shrew (pacificus)	Sorex pacificus pacificus	7.A.1	Woody Horticultural Crop	1	1	5,374.4	5,374.4	0
mPASHp	Pacific Shrew (pacificus)	Sorex pacificus pacificus	M025	Vancouverian Subalpine Forest	4	7	666.4	666.4	0
bBBWOx	Black-backed Woodpecker	Picoides arcticus	M025	Vancouverian Subalpine Forest	4	7	1,166,997.9	1,458,328.1	20
bBBWOx	Black-backed Woodpecker	Picoides arcticus	M500	Central Rocky Mountain Mesic Lower Montane Forest	3	3	2,512,215.5	2,512,215.5	0
bBBWOx	Black-backed Woodpecker	Picoides arcticus	M886	Southern Vancouverian Dry Foothill Forest	2	3	224,397.1	267,414.8	16
bBOCHx	Boreal Chickadee	Poecile hudsonica	M034	Rocky Mountain-Great Basin Montane Riparian Forest	2	6	4,580.9	6,329.3	28
bCOYEx	Common Yellowthroat	Geothlypis trichas	M020	Rocky Mountain Subalpine-High Montane Conifer Forest	7	10	11,110,756.1	13,963,722.6	20
bCOYEx	Common Yellowthroat	Geothlypis trichas	M025	Vancouverian Subalpine Forest	3	7	339,860.1	615,706.7	45
bCOYEx	Common Yellowthroat	Geothlypis trichas	M026	Intermountain Singleleaf Pinyon - Utah Juniper - Western Juniper Woodland	1	4	234,498.8	6,463,759.4	96
bCOYEx	Common Yellowthroat	Geothlypis trichas	M043	Californian Chaparral	2	6	762,121.6	883,968.0	14
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M025	Vancouverian Subalpine Forest	4	7	879,562.9	933,576.2	6
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M168	Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow	2	5	78,908.8	862,796.3	91
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M500	Central Rocky Mountain Mesic Lower Montane Forest	3	3	2,565,473.3	2,565,473.3	0
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M886	Southern Vancouverian Dry Foothill Forest	3	3	629,469.2	629,469.2	0
mSAMBx	Sambar	Rusa unicolor	M079	North American Atlantic & Gulf Coastal Salt Marsh	2	9	8,552.3	8,552.3	0
rSGLIx	Slender Glass Lizard	Ophisaurus attenuatus	M079	North American Atlantic & Gulf Coastal Salt Marsh	1	9	166,168.5	1,380,346.3	88
bCOYEx	Common Yellowthroat	Geothlypis trichas	M050	Southern Vancouverian Lowland Grassland & Shrubland	2	4	2,522.5	363,760.8	99
bCOYEx	Common Yellowthroat	Geothlypis trichas	M079	North American Atlantic & Gulf Coastal Salt Marsh	8	9	2,318,931.5	2,485,227.8	7
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M099	Rocky Mountain-Sierran Alpine Tundra	2	7	149,137.0	1,755,204.8	92
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M088	Mojave-Sonoran Semi-Desert Scrub	2	4	312,838.6	353,674.1	12
mNOMYx	Northern Myotis	Myotis septentrionalis	M154	Southern Great Plains Floodplain Forest & Woodland	2	2	780,421.7	780,421.7	0
mSAMBx	Sambar	Rusa unicolor	M045	Californian Annual & Perennial Grassland	1	2	8.0	38,428.3	100
rSGLIx	Slender Glass Lizard	Ophisaurus attenuatus	9.A	Introduced & Semi Natural Vegetation	3	6	5,788,596.2	5,901,910.5	2
bBHGRx	Black-headed Grosbeak	Pheucticus melanocephalus	M049	Southern Rocky Mountain Montane Shrubland	2	2	2,221,231.1	2,221,231.1	0
bEWCSx	White-crowned Sparrow	Zonotrichia leucophrys	M158	Great Plains Comanchian scrub & Open Vegetation	1	1	1,710,014.8	1,710,014.8	0
bFICRx	Fish Crow	Corvus ossifragus	8.A	Developed & Urban	3	4	10,489,977.5	11,085,065.2	5
bBHGRx	Black-headed Grosbeak	Pheucticus melanocephalus	12.A	Barren	1	3	0.0	60,650.4	100
bFICRx	Fish Crow	Corvus ossifragus	M005	Western Atlantic & Caribbean Mangrove	1	1	106,226.4	106,226.4	0
bFICRx	Fish Crow	Corvus ossifragus	M134	Caribbean Coastal Lowland Dry Forest	1	3	5,701.8	20,256.1	72
rHACOx	Harlequin Coralsnake	Micrurus fulvius	M305	Southeastern North American Ruderal Forest	4	8	3,584,499.2	7,796,460.9	54
rREGEx	Reef Gecko	Sphaerodactylus notatus	10.A	Recently Disturbed or Modified	1	12	0.0	7,169.4	100
bBHGRx	Black-headed Grosbeak	Pheucticus melanocephalus	M151	Great Plains Forest & Woodland	3	4	669,345.5	669,383.6	0
bEWCSx	White-crowned Sparrow	Zonotrichia leucophrys	M171	Great Basin-Intermountain Dry Shrubland & Grassland	5	7	11,000,737.4	15,300,768.9	28
bEWCSx	White-crowned Sparrow	Zonotrichia leucophrys	M305	Southeastern North American Ruderal Forest	5	8	10,799,110.4	11,590,060.6	7
bFICRx	Fish Crow	Corvus ossifragus	M079	North American Atlantic & Gulf Coastal Salt Marsh	7	9	855,045.9	2,052,002.3	58
rHACOx	Harlequin Coralsnake	Micrurus fulvius	M161	Pond-cypress Basin Swamp	1	3	512,218.6	521,874.3	2
bBHGRx	Black-headed Grosbeak	Pheucticus melanocephalus	8.A	Developed & Urban	2	4	3,119,823.5	7,483,439.0	58
bFICRx	Fish Crow	Corvus ossifragus	M162	Florida Peninsula Scrub & Herb	1	1	125,624.9	125,624.9	0
bEWCSx	White-crowned Sparrow	Zonotrichia leucophrys	7.B.1	Herbaceous Agricultural Vegetation	1	1	87,951,835.0	87,951,835.0	0
